areaCode,areaName,areaType,date,age,cases,rollingSum,rollingRate
E10000003,Cambridgeshire,utla,2022-01-17,55_59,41,265,598.3
E10000003,Cambridgeshire,utla,2022-01-17,60+,123,596,362.5
E10000003,Cambridgeshire,utla,2022-01-17,60_64,21,167,450.5
E10000003,Cambridgeshire,utla,2022-01-17,65_69,17,109,325.8
E10000003,Cambridgeshire,utla,2022-01-17,70_74,15,89,257.7
E10000003,Cambridgeshire,utla,2022-01-17,75_79,14,65,265.5
E10000003,Cambridgeshire,utla,2022-01-17,80_84,16,57,331.4
E10000003,Cambridgeshire,utla,2022-01-17,85_89,12,44,407.9
E10000003,Cambridgeshire,utla,2022-01-17,90+,28,65,949.3
E10000003,Cambridgeshire,utla,2022-01-17,unassigned,1,3,
E10000003,Cambridgeshire,utla,2022-01-16,00_04,77,391,1082.9
E10000003,Cambridgeshire,utla,2022-01-16,00_59,985,5993,1216.1
E10000003,Cambridgeshire,utla,2022-01-16,05_09,205,995,2452.9
E10000003,Cambridgeshire,utla,2022-01-16,10_14,165,683,1738.4
E10000003,Cambridgeshire,utla,2022-01-16,15_19,54,416,1121.9
E10000003,Cambridgeshire,utla,2022-01-16,20_24,48,406,932.2
E10000003,Cambridgeshire,utla,2022-01-16,25_29,56,464,1160.4
E10000003,Cambridgeshire,utla,2022-01-16,30_34,79,594,1498.7
E10000003,Cambridgeshire,utla,2022-01-16,35_39,90,573,1407.8
E10000003,Cambridgeshire,utla,2022-01-16,40_44,85,512,1241.2
E10000003,Cambridgeshire,utla,2022-01-16,45_49,56,369,836.5
E10000003,Cambridgeshire,utla,2022-01-16,50_54,36,319,689.9
E10000003,Cambridgeshire,utla,2022-01-16,55_59,34,271,611.9
E10000003,Cambridgeshire,utla,2022-01-16,60+,72,613,372.9
E10000003,Cambridgeshire,utla,2022-01-16,60_64,17,187,504.4
E10000003,Cambridgeshire,utla,2022-01-16,65_69,9,117,349.7
E10000003,Cambridgeshire,utla,2022-01-16,70_74,18,97,280.8
E10000003,Cambridgeshire,utla,2022-01-16,75_79,10,65,265.5
E10000003,Cambridgeshire,utla,2022-01-16,80_84,5,54,313.9
E10000003,Cambridgeshire,utla,2022-01-16,85_89,5,44,407.9
E10000003,Cambridgeshire,utla,2022-01-16,90+,8,49,715.6
E10000003,Cambridgeshire,utla,2022-01-16,unassigned,0,2,
E10000003,Cambridgeshire,utla,2022-01-15,00_04,62,348,963.8
E10000003,Cambridgeshire,utla,2022-01-15,00_59,744,5715,1159.7
E10000003,Cambridgeshire,utla,2022-01-15,05_09,177,863,2127.4
E10000003,Cambridgeshire,utla,2022-01-15,10_14,95,601,1529.7
E10000003,Cambridgeshire,utla,2022-01-15,15_19,51,415,1119.2
E10000003,Cambridgeshire,utla,2022-01-15,20_24,42,421,966.7
E10000003,Cambridgeshire,utla,2022-01-15,25_29,53,478,1195.4
E10000003,Cambridgeshire,utla,2022-01-15,30_34,61,581,1465.9
E10000003,Cambridgeshire,utla,2022-01-15,35_39,67,547,1343.9
E10000003,Cambridgeshire,utla,2022-01-15,40_44,55,495,1200.0
E10000003,Cambridgeshire,utla,2022-01-15,45_49,28,358,811.5
E10000003,Cambridgeshire,utla,2022-01-15,50_54,30,327,707.2
E10000003,Cambridgeshire,utla,2022-01-15,55_59,23,281,634.5
E10000003,Cambridgeshire,utla,2022-01-15,60+,65,614,373.5
E10000003,Cambridgeshire,utla,2022-01-15,60_64,24,195,526.0
E10000003,Cambridgeshire,utla,2022-01-15,65_69,14,129,385.5
E10000003,Cambridgeshire,utla,2022-01-15,70_74,9,89,257.7
E10000003,Cambridgeshire,utla,2022-01-15,75_79,8,65,265.5
E10000003,Cambridgeshire,utla,2022-01-15,80_84,7,53,308.1
E10000003,Cambridgeshire,utla,2022-01-15,85_89,1,41,380.1
E10000003,Cambridgeshire,utla,2022-01-15,90+,2,42,613.4
E10000003,Cambridgeshire,utla,2022-01-15,unassigned,1,2,
E10000003,Cambridgeshire,utla,2022-01-14,00_04,50,315,872.4
E10000003,Cambridgeshire,utla,2022-01-14,00_59,795,5648,1146.1
E10000003,Cambridgeshire,utla,2022-01-14,05_09,170,739,1821.8
E10000003,Cambridgeshire,utla,2022-01-14,10_14,97,551,1402.5
E10000003,Cambridgeshire,utla,2022-01-14,15_19,45,424,1143.4
E10000003,Cambridgeshire,utla,2022-01-14,20_24,50,457,1049.3
E10000003,Cambridgeshire,utla,2022-01-14,25_29,59,497,1243.0
E10000003,Cambridgeshire,utla,2022-01-14,30_34,73,575,1450.8
E10000003,Cambridgeshire,utla,2022-01-14,35_39,65,542,1331.7
E10000003,Cambridgeshire,utla,2022-01-14,40_44,74,491,1190.3
E10000003,Cambridgeshire,utla,2022-01-14,45_49,44,396,897.7
E10000003,Cambridgeshire,utla,2022-01-14,50_54,37,353,763.4
E10000003,Cambridgeshire,utla,2022-01-14,55_59,31,308,695.4
E10000003,Cambridgeshire,utla,2022-01-14,60+,83,631,383.8
E10000003,Cambridgeshire,utla,2022-01-14,60_64,25,193,520.6
E10000003,Cambridgeshire,utla,2022-01-14,65_69,15,123,367.6
E10000003,Cambridgeshire,utla,2022-01-14,70_74,8,89,257.7
E10000003,Cambridgeshire,utla,2022-01-14,75_79,10,66,269.6
E10000003,Cambridgeshire,utla,2022-01-14,80_84,7,53,308.1
E10000003,Cambridgeshire,utla,2022-01-14,85_89,11,52,482.1
E10000003,Cambridgeshire,utla,2022-01-14,90+,7,55,803.3
E10000003,Cambridgeshire,utla,2022-01-14,unassigned,1,1,
E10000003,Cambridgeshire,utla,2022-01-13,00_04,70,291,805.9
E10000003,Cambridgeshire,utla,2022-01-13,00_59,864,5577,1131.7
E10000003,Cambridgeshire,utla,2022-01-13,05_09,129,617,1521.0
E10000003,Cambridgeshire,utla,2022-01-13,10_14,90,516,1313.4
E10000003,Cambridgeshire,utla,2022-01-13,15_19,55,439,1183.9
E10000003,Cambridgeshire,utla,2022-01-13,20_24,63,483,1109.0
E10000003,Cambridgeshire,utla,2022-01-13,25_29,74,525,1313.0
E10000003,Cambridgeshire,utla,2022-01-13,30_34,90,582,1468.4
E10000003,Cambridgeshire,utla,2022-01-13,35_39,87,540,1326.7
E10000003,Cambridgeshire,utla,2022-01-13,40_44,71,478,1158.8
E10000003,Cambridgeshire,utla,2022-01-13,45_49,44,413,936.2
E10000003,Cambridgeshire,utla,2022-01-13,50_54,53,368,795.8
E10000003,Cambridgeshire,utla,2022-01-13,55_59,38,325,733.8
E10000003,Cambridgeshire,utla,2022-01-13,60+,80,646,393.0
E10000003,Cambridgeshire,utla,2022-01-13,60_64,27,201,542.2
E10000003,Cambridgeshire,utla,2022-01-13,65_69,23,129,385.5
E10000003,Cambridgeshire,utla,2022-01-13,70_74,5,101,292.4
E10000003,Cambridgeshire,utla,2022-01-13,75_79,5,64,261.4
E10000003,Cambridgeshire,utla,2022-01-13,80_84,7,52,302.3
E10000003,Cambridgeshire,utla,2022-01-13,85_89,5,45,417.2
E10000003,Cambridgeshire,utla,2022-01-13,90+,8,54,788.7
